status_id,status_type,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
614855718638584_711520938972061,photo,1/23/2018 2:26,13,0,0,13,0,0,0,0,0
614855718638584_711453445645477,video,1/23/2018 1:05,237,1430,243,163,68,2,3,0,1
614855718638584_710811875709634,photo,1/22/2018 8:00,11,0,0,11,0,0,0,0,0
614855718638584_710755205715301,video,1/22/2018 7:11,345,1019,162,237,105,0,2,1,0
614855718638584_710578409066314,photo,1/22/2018 2:32,10,0,0,10,0,0,0,0,0
614855718638584_710502255740596,video,1/22/2018 1:11,252,885,242,182,70,0,0,0,0
614855718638584_709825255808296,video,1/21/2018 7:00,168,718,172,91,74,1,2,0,0
614855718638584_709729535817868,photo,1/21/2018 4:11,8,1,0,8,0,0,0,0,0
614855718638584_709599259164229,video,1/21/2018 1:08,257,1096,206,143,110,0,2,0,2
614855718638584_708863972571091,video,1/20/2018 6:59,316,1080,194,177,135,1,2,0,1
614855718638584_708653419258813,photo,1/20/2018 1:51,13,0,0,13,0,0,0,0,0
614855718638584_708610832596405,video,1/20/2018 1:03,281,809,171,181,97,1,2,0,0
614855718638584_707866266004195,video,1/19/2018 7:06,285,778,171,170,110,3,2,0,0
614855718638584_707645966026225,video,1/19/2018 1:08,195,1176,209,106,85,1,2,1,0
614855718638584_706963239427831,video,1/18/2018 7:10,13,0,0,13,0,0,0,0,0
614855718638584_706950342762454,video,1/18/2018 7:09,239,1270,194,145,87,1,5,1,0
614855718638584_706720926118729,video,1/18/2018 1:07,270,898,233,174,91,2,3,0,0
614855718638584_706109872846501,photo,1/17/2018 8:40,21,1,0,21,0,0,0,0,0
614855718638584_706005219523633,video,1/17/2018 7:06,307,1275,228,216,86,1,4,0,0
614855718638584_705833579540797,photo,1/17/2018 2:06,12,0,0,12,0,0,0,0,0
614855718638584_705823412875147,photo,1/17/2018 1:48,26,0,0,26,0,0,0,0,0
614855718638584_705811916209630,photo,1/17/2018 1:30,21,0,0,21,0,0,0,0,0
614855718638584_705790362878452,video,1/17/2018 1:07,236,938,216,131,103,0,2,0,0
614855718638584_705108292946659,video,1/16/2018 7:10,258,1008,261,149,108,1,0,0,0
614855718638584_704882006302621,photo,1/16/2018 1:26,33,2,1,33,0,0,0,0,0
614855718638584_704866962970792,video,1/16/2018 1:11,320,2021,362,202,114,2,2,0,0
614855718638584_704783822979106,photo,1/15/2018 22:47,23,1,0,23,0,0,0,0,0
614855718638584_704270739697081,photo,1/15/2018 8:31,60,4,0,60,0,0,0,0,0
614855718638584_704238806366941,photo,1/15/2018 7:58,102,8,3,100,2,0,0,0,0
614855718638584_704178426372979,video,1/15/2018 7:04,268,1820,298,180,85,1,2,0,0
614855718638584_704021159722039,photo,1/15/2018 2:37,49,0,0,48,0,1,0,0,0
614855718638584_703966019727553,photo,1/15/2018 1:26,41,2,0,40,0,1,0,0,0
614855718638584_703950869729068,video,1/15/2018 1:08,239,938,212,163,71,1,3,0,1
614855718638584_703891243068364,photo,1/14/2018 23:31,32,2,0,31,0,1,0,0,0
614855718638584_703863366404485,photo,1/14/2018 22:46,17,0,0,16,1,0,0,0,0
614855718638584_703270666463755,video,1/14/2018 7:02,273,914,218,161,107,1,3,0,1
614855718638584_703046973152791,video,1/14/2018 1:09,229,1005,227,146,80,2,1,0,0
614855718638584_702242306566591,photo,1/13/2018 2:48,21,0,0,21,0,0,0,0,0
614855718638584_702213883236100,photo,1/13/2018 2:08,26,1,0,26,0,0,0,0,0
614855718638584_702170269907128,video,1/13/2018 1:10,212,551,187,114,95,0,3,0,0
614855718638584_701496129974542,video,1/12/2018 7:04,294,1689,284,185,103,1,4,1,0
614855718638584_701295849994570,photo,1/12/2018 1:27,29,1,0,29,0,0,0,0,0
614855718638584_701282219995933,video,1/12/2018 1:09,239,548,188,139,96,0,4,0,0
614855718638584_700653703392118,photo,1/11/2018 8:11,14,0,0,13,1,0,0,0,0
614855718638584_700586933398795,video,1/11/2018 7:05,296,656,253,168,121,1,5,1,0
614855718638584_700358343421654,video,1/11/2018 1:14,277,1270,311,175,98,0,4,0,0
614855718638584_699737153483773,photo,1/10/2018 8:31,18,0,0,17,1,0,0,0,0
614855718638584_699650290159126,video,1/10/2018 7:08,292,1425,264,162,119,2,7,1,1
614855718638584_699477880176367,photo,1/10/2018 2:35,18,0,0,18,0,0,0,0,0
614855718638584_699454316845390,photo,1/10/2018 1:58,9,1,0,9,0,0,0,0,0
614855718638584_699446213512867,photo,1/10/2018 1:46,34,1,0,32,2,0,0,0,0
614855718638584_699409263516562,video,1/10/2018 1:02,303,1003,242,160,137,2,2,1,1
614855718638584_698690350255120,video,1/9/2018 7:03,237,913,202,136,100,1,0,0,0
614855718638584_698533773604111,photo,1/9/2018 3:14,22,3,0,21,1,0,0,0,0
614855718638584_698440740280081,video,1/9/2018 1:16,315,1050,274,164,143,3,2,1,2
614855718638584_698345393622949,photo,1/8/2018 22:42,27,0,0,27,0,0,0,0,0
614855718638584_697708657019956,photo,1/8/2018 7:49,13,0,0,12,1,0,0,0,0
614855718638584_697648583692630,video,1/8/2018 7:08,251,1145,261,112,133,3,2,1,0
614855718638584_697484497042372,photo,1/8/2018 3:11,24,1,0,23,1,0,0,0,0
614855718638584_697395097051312,video,1/8/2018 1:08,81,0,1,80,1,0,0,0,0
614855718638584_697393507051471,video,1/8/2018 1:08,212,916,198,131,79,1,1,0,0
614855718638584_696599107130911,video,1/7/2018 7:04,440,1112,322,256,176,3,3,0,2
614855718638584_696348280489327,photo,1/7/2018 1:47,16,0,1,15,1,0,0,0,0
614855718638584_696314270492728,video,1/7/2018 1:13,349,967,280,188,156,3,2,0,0
614855718638584_695588333898655,photo,1/6/2018 8:26,29,0,2,29,0,0,0,0,0
614855718638584_695563600567795,photo,1/6/2018 8:01,27,0,1,27,0,0,0,0,0
614855718638584_695502880573867,video,1/6/2018 7:05,354,1119,277,164,187,1,2,0,0
614855718638584_695304097260412,photo,1/6/2018 2:26,7,0,0,7,0,0,0,0,0
614855718638584_695232577267564,video,1/6/2018 1:09,323,1908,261,207,112,1,3,0,0
614855718638584_694501914007297,photo,1/5/2018 8:20,19,0,0,17,1,1,0,0,0
614855718638584_694412600682895,video,1/5/2018 7:03,52,0,6,51,1,0,0,0,0
614855718638584_694406904016798,video,1/5/2018 7:01,398,1942,322,196,198,0,4,0,0
614855718638584_687928324664656,photo,12/28/2017 7:51,8,0,0,8,0,0,0,0,0
614855718638584_687916481332507,photo,12/28/2017 7:35,12,0,0,12,0,0,0,0,0
614855718638584_687888281335327,video,12/28/2017 7:07,199,603,199,134,63,2,0,0,45
614855718638584_687759541348201,photo,12/28/2017 2:53,23,0,1,21,2,0,0,0,0
614855718638584_687752981348857,photo,12/28/2017 2:42,12,0,0,12,0,0,0,0,0
614855718638584_687739718016850,photo,12/28/2017 2:21,12,0,0,12,0,0,0,0,0
614855718638584_687700411354114,photo,12/28/2017 1:24,46,2,2,45,1,0,0,0,0
614855718638584_687689494688539,video,12/28/2017 1:08,315,1247,274,206,106,2,1,0,0
614855718638584_687186904738798,photo,12/27/2017 8:34,16,2,1,16,0,0,0,0,0
614855718638584_687155721408583,photo,12/27/2017 7:57,18,0,0,17,0,0,1,0,0
614855718638584_687122944745194,photo,12/27/2017 7:22,13,2,1,13,0,0,0,0,0
614855718638584_687110881413067,video,12/27/2017 7:08,304,1069,338,199,103,1,1,0,55
614855718638584_686972711426884,photo,12/27/2017 2:58,13,0,0,12,1,0,0,0,0
614855718638584_686971511427004,photo,12/27/2017 2:56,2,0,0,2,0,0,0,0,0
614855718638584_686955234761965,photo,12/27/2017 2:29,3,0,0,2,1,0,0,0,0
614855718638584_686952438095578,photo,12/27/2017 2:23,13,0,0,12,1,0,0,0,0
614855718638584_686940038096818,photo,12/27/2017 2:03,9,0,0,9,0,0,0,0,0
614855718638584_686912438099578,photo,12/27/2017 1:30,18,3,0,17,1,0,0,0,0
614855718638584_686897118101110,video,12/27/2017 1:09,240,1212,374,153,81,2,2,2,0
614855718638584_686851368105685,photo,12/26/2017 23:28,16,1,0,16,0,0,0,0,0
614855718638584_686848791439276,photo,12/26/2017 23:24,6,0,0,6,0,0,0,0,0
614855718638584_686823301441825,photo,12/26/2017 22:35,15,1,0,15,0,0,0,0,0
614855718638584_686820254775463,photo,12/26/2017 22:30,7,0,0,7,0,0,0,0,0
614855718638584_686809948109827,photo,12/26/2017 22:15,11,0,0,10,1,0,0,0,0
614855718638584_686411848149637,photo,12/26/2017 9:17,7,0,1,7,0,0,0,0,0
614855718638584_686392011484954,photo,12/26/2017 8:55,1,0,0,1,0,0,0,0,0
614855718638584_686377748153047,photo,12/26/2017 8:38,8,1,0,8,0,0,0,0,0
614855718638584_686348894822599,photo,12/26/2017 8:03,7,0,0,7,0,0,0,0,0
614855718638584_686337771490378,video,12/26/2017 7:52,30,0,0,29,1,0,0,0,0
614855718638584_686333208157501,video,12/26/2017 7:47,229,695,251,134,87,1,7,0,0
614855718638584_686322854825203,photo,12/26/2017 7:37,10,0,0,10,0,0,0,0,0
614855718638584_686132131510942,photo,12/26/2017 2:27,7,0,0,6,1,0,0,0,0
614855718638584_686128408177981,photo,12/26/2017 2:23,2,0,0,2,0,0,0,0,0
614855718638584_686103318180490,photo,12/26/2017 1:44,29,1,1,28,1,0,0,0,0
614855718638584_686082461515909,video,12/26/2017 1:12,35,0,0,35,0,0,0,0,0
614855718638584_686081891515966,video,12/26/2017 1:11,22,0,0,22,0,0,0,0,0
614855718638584_686080178182804,video,12/26/2017 1:10,168,449,188,111,57,0,0,0,0
614855718638584_686025184854970,photo,12/25/2017 23:17,11,0,0,11,0,0,0,0,0
614855718638584_686004961523659,photo,12/25/2017 22:42,18,0,0,18,0,0,0,0,0
614855718638584_685985548192267,photo,12/25/2017 22:07,20,0,0,19,1,0,0,0,0
614855718638584_685526298238192,photo,12/25/2017 8:06,33,0,0,33,0,0,0,0,0
614855718638584_685511854906303,photo,12/25/2017 7:50,13,0,0,13,0,0,0,0,0
614855718638584_685493314908157,photo,12/25/2017 7:30,11,0,0,11,0,0,0,0,0
614855718638584_685487078242114,photo,12/25/2017 7:22,11,0,0,11,0,0,0,0,3
614855718638584_685473148243507,video,12/25/2017 7:07,187,722,176,108,77,0,2,0,0
614855718638584_685281478262674,photo,12/25/2017 2:16,4,0,0,4,0,0,0,0,0
614855718638584_685270124930476,photo,12/25/2017 2:01,7,0,0,7,0,0,0,0,0
614855718638584_685237331600422,photo,12/25/2017 1:23,36,2,1,36,0,0,0,0,1
614855718638584_685227214934767,video,12/25/2017 1:10,55,0,5,53,2,0,0,0,0
614855718638584_685224611601694,video,12/25/2017 1:09,287,709,196,171,109,0,4,1,2
614855718638584_685187868272035,status,12/24/2017 23:58,137,162,0,136,0,0,1,0,0
614855718638584_685163814941107,photo,12/24/2017 23:20,7,0,1,7,0,0,0,0,0
614855718638584_685124731611682,photo,12/24/2017 22:15,18,0,0,18,0,0,0,0,0
614855718638584_684785274978961,photo,12/24/2017 10:25,241,2,0,234,4,3,0,0,0
614855718638584_684650804992408,photo,12/24/2017 7:53,8,0,0,8,0,0,0,0,0
614855718638584_684629264994562,photo,12/24/2017 7:33,11,0,0,11,0,0,0,0,0
614855718638584_684613778329444,photo,12/24/2017 7:16,19,2,0,19,0,0,0,0,0
614855718638584_684600291664126,video,12/24/2017 7:04,200,752,184,126,74,0,0,0,0
614855718638584_684393441684811,photo,12/24/2017 2:06,29,3,0,29,0,0,0,0,0
614855718638584_684363005021188,photo,12/24/2017 1:19,9,0,0,8,0,1,0,0,0
614855718638584_684351985022290,video,12/24/2017 1:09,187,415,264,114,70,1,2,0,0
614855718638584_683727041751451,photo,12/23/2017 7:55,14,0,0,14,0,0,0,0,0
614855718638584_683710828419739,photo,12/23/2017 7:38,21,2,0,19,2,0,0,0,0
614855718638584_683701471754008,photo,12/23/2017 7:29,31,4,0,31,0,0,0,0,0
614855718638584_683682801755875,video,12/23/2017 7:07,48,0,3,48,0,0,0,0,0
614855718638584_683677385089750,video,12/23/2017 7:06,170,1762,257,110,54,1,5,0,0
614855718638584_683520511772104,photo,12/23/2017 2:46,11,0,0,10,1,0,0,0,0
614855718638584_683513478439474,photo,12/23/2017 2:35,4,0,0,4,0,0,0,0,0
614855718638584_683476611776494,photo,12/23/2017 1:37,16,0,0,16,0,0,0,12,22
614855718638584_683467965110692,photo,12/23/2017 1:23,27,3,3,27,0,0,0,0,0
614855718638584_683458251778330,video,12/23/2017 1:08,58,2,0,58,0,0,0,0,0
614855718638584_683454081778747,video,12/23/2017 1:08,258,470,235,139,117,1,1,0,0
614855718638584_682858861838269,photo,12/22/2017 7:57,21,0,0,21,0,0,0,0,0
614855718638584_682845341839621,photo,12/22/2017 7:44,3,0,0,3,0,0,0,0,0
614855718638584_682812775176211,video,12/22/2017 7:06,46,0,0,46,0,0,0,0,0
614855718638584_682802878510534,video,12/22/2017 7:05,264,459,200,116,147,1,0,0,0
614855718638584_682634171860738,photo,12/22/2017 2:34,1,0,0,1,0,0,0,3,4
614855718638584_682623008528521,photo,12/22/2017 2:20,11,0,0,11,0,0,0,0,0
614855718638584_682610415196447,video,12/22/2017 2:04,41,0,2,41,0,0,0,0,0
614855718638584_682609091863246,video,12/22/2017 2:03,196,466,166,128,65,0,1,1,1
614855718638584_682600471864108,photo,12/22/2017 1:56,10,0,0,10,0,0,0,0,0
614855718638584_682583508532471,photo,12/22/2017 1:30,11,2,0,11,0,0,0,0,0
614855718638584_682568378533984,video,12/22/2017 1:15,109,202,167,75,32,0,2,0,0
614855718638584_682503301873825,photo,12/21/2017 23:11,17,1,0,17,0,0,0,0,0
614855718638584_682462171877938,photo,12/21/2017 22:04,20,0,0,20,0,0,0,0,0
614855718638584_681966451927510,photo,12/21/2017 7:56,29,1,0,28,1,0,0,0,0
614855718638584_681920101932145,video,12/21/2017 7:07,50,0,0,50,0,0,0,0,0
614855718638584_681919258598896,video,12/21/2017 7:06,6,0,0,6,0,0,0,0,0
614855718638584_681914855266003,video,12/21/2017 7:04,292,898,262,170,116,3,1,1,1
614855718638584_681742635283225,photo,12/21/2017 2:36,12,0,0,12,0,0,0,0,0
614855718638584_681706275286861,photo,12/21/2017 1:42,13,0,0,13,0,0,0,0,0
614855718638584_681682085289280,video,12/21/2017 1:08,27,0,0,27,0,0,0,0,0
614855718638584_681682011955954,video,12/21/2017 1:08,7,0,0,7,0,0,0,0,0
614855718638584_681681168622705,video,12/21/2017 1:06,283,519,295,193,88,1,1,0,0
614855718638584_681128812011274,photo,12/20/2017 9:06,37,6,0,37,0,0,0,0,0
614855718638584_681100738680748,photo,12/20/2017 8:38,9,0,0,9,0,0,0,0,0
614855718638584_681009525356536,video,12/20/2017 7:06,265,664,191,160,101,1,1,1,1
614855718638584_680850822039073,photo,12/20/2017 2:41,5,0,0,5,0,0,0,0,0
614855718638584_680797702044385,photo,12/20/2017 1:31,18,1,0,17,1,0,0,0,0
614855718638584_680771848713637,video,12/20/2017 1:08,386,1912,394,246,137,1,2,0,0
614855718638584_680699045387584,photo,12/19/2017 22:56,7,0,0,7,0,0,0,0,0
614855718638584_680684292055726,photo,12/19/2017 22:35,9,0,0,9,0,0,0,0,0
614855718638584_680676875389801,photo,12/19/2017 22:23,15,3,0,14,1,0,0,0,0
614855718638584_680664518724370,photo,12/19/2017 22:04,16,0,0,16,0,0,0,0,0
614855718638584_680112862112869,photo,12/19/2017 7:35,25,2,0,25,0,0,0,0,0
614855718638584_680087192115436,photo,12/19/2017 7:12,23,0,0,23,0,0,0,0,0
614855718638584_680070718783750,video,12/19/2017 7:01,432,924,287,252,173,0,6,0,1
614855718638584_679902888800533,photo,12/19/2017 2:41,15,0,0,15,0,0,0,0,0
614855718638584_679889432135212,photo,12/19/2017 2:24,23,0,0,23,0,0,0,0,0
614855718638584_679857655471723,photo,12/19/2017 1:48,17,0,0,17,0,0,0,0,0
614855718638584_679830065474482,video,12/19/2017 1:11,55,0,3,55,0,0,0,0,0
614855718638584_679824178808404,video,12/19/2017 1:11,274,1140,300,168,98,0,5,1,2
614855718638584_679748238815998,photo,12/18/2017 22:58,18,0,0,18,0,0,0,0,0
614855718638584_679728695484619,photo,12/18/2017 22:30,18,0,0,18,0,0,0,0,0
614855718638584_679234145534074,photo,12/18/2017 8:42,38,0,0,37,0,0,1,0,0
614855718638584_679213205536168,photo,12/18/2017 8:23,18,0,0,18,0,0,0,0,0
614855718638584_679162458874576,photo,12/18/2017 7:45,22,0,0,22,0,0,0,0,0
614855718638584_679131002211055,photo,12/18/2017 7:18,61,1,1,61,0,0,0,0,0
614855718638584_679116898879132,video,12/18/2017 7:02,54,0,0,54,0,0,0,0,0
614855718638584_679107468880075,video,12/18/2017 7:02,431,3450,533,329,90,2,9,0,1
614855718638584_678944385563050,photo,12/18/2017 2:52,11,0,0,11,0,0,0,0,0
614855718638584_678934958897326,photo,12/18/2017 2:40,20,0,0,20,0,0,0,0,0
614855718638584_678925212231634,photo,12/18/2017 2:26,12,0,0,12,0,0,0,0,0
614855718638584_678919985565490,photo,12/18/2017 2:20,16,1,0,16,0,0,0,0,0
614855718638584_678848228905999,video,12/18/2017 1:01,330,2409,397,207,118,0,5,0,0
614855718638584_678246048966217,photo,12/17/2017 8:05,10,0,0,10,0,0,0,0,0
614855718638584_678212998969522,photo,12/17/2017 7:40,29,0,1,29,0,0,0,0,0
614855718638584_678193478971474,photo,12/17/2017 7:22,44,0,0,43,1,0,0,0,0
614855718638584_678176705639818,video,12/17/2017 7:06,43,0,0,43,0,0,0,0,0
614855718638584_678175025639986,video,12/17/2017 7:05,355,1249,349,245,100,1,5,1,3
614855718638584_678033908987431,photo,12/17/2017 3:30,51,4,0,51,0,0,0,0,0
614855718638584_677996325657856,photo,12/17/2017 2:43,16,0,0,16,0,0,0,0,0
614855718638584_677984948992327,photo,12/17/2017 2:25,83,13,0,80,2,1,0,0,0
614855718638584_677974852326670,photo,12/17/2017 2:10,42,0,0,40,0,2,0,0,0
614855718638584_677927252331430,photo,12/17/2017 1:14,24,0,1,22,2,0,0,0,0
614855718638584_677920218998800,video,12/17/2017 1:05,17,0,0,16,1,0,0,1,1
614855718638584_677916318999190,video,12/17/2017 1:03,433,1814,451,269,160,0,3,0,1
614855718638584_677838785673610,photo,12/16/2017 22:57,16,0,0,16,0,0,0,48,9
614855718638584_677816685675820,photo,12/16/2017 22:21,23,0,1,23,0,0,0,1,98
614855718638584_677343942389761,photo,12/16/2017 8:40,20,0,0,20,0,0,0,3,7
614855718638584_677284739062348,status,12/16/2017 7:40,15,0,0,15,0,0,0,5,5
614855718638584_677268159064006,photo,12/16/2017 7:20,14,0,0,14,0,0,0,11,7
614855718638584_677252455732243,video,12/16/2017 7:05,321,1594,318,164,149,3,1,3,1
614855718638584_677098622414293,photo,12/16/2017 2:41,30,1,0,30,0,0,0,2,2
614855718638584_677083879082434,photo,12/16/2017 2:18,10,0,0,10,0,0,0,61,3
614855718638584_677078835749605,photo,12/16/2017 2:10,33,0,0,32,1,0,0,71,9
614855718638584_677052432418912,photo,12/16/2017 1:29,37,4,0,37,0,0,0,8,9
614855718638584_677031752420980,video,12/16/2017 1:11,45,2,0,45,0,0,0,0,4
614855718638584_677029582421197,video,12/16/2017 1:08,8,0,0,8,0,0,0,56,0
614855718638584_677029385754550,video,12/16/2017 1:07,22,0,0,22,0,0,0,6,0
614855718638584_653600668097422,photo,11/18/2017 2:46,3,0,0,3,0,0,0,33,0
614855718638584_653573798100109,video,11/18/2017 2:05,211,948,245,154,57,0,0,49,0
614855718638584_653560938101395,photo,11/18/2017 1:35,24,4,0,24,0,0,0,0,3
614855718638584_653543091436513,video,11/18/2017 1:14,24,0,0,24,0,0,0,0,92
614855718638584_653539928103496,video,11/18/2017 1:11,281,1858,339,201,78,0,2,0,8
614855718638584_653088144815341,photo,11/17/2017 8:50,12,0,0,12,0,0,0,11,62
614855718638584_685270124930476,photo,12/25/2017 2:01,7,0,0,7,0,0,0,0,0
614855718638584_685237331600422,photo,12/25/2017 1:23,36,2,1,36,0,0,0,0,1
614855718638584_685227214934767,video,12/25/2017 1:10,55,0,5,53,2,0,0,0,0
614855718638584_685224611601694,video,12/25/2017 1:09,287,709,196,171,109,0,4,1,2
614855718638584_685187868272035,status,12/24/2017 23:58,137,162,0,136,0,0,1,0,0
614855718638584_685163814941107,status,12/24/2017 23:20,7,0,1,7,0,0,0,0,0
614855718638584_685124731611682,photo,12/24/2017 22:15,18,0,0,18,0,0,0,0,0
614855718638584_684785274978961,photo,12/24/2017 10:25,241,2,0,234,4,3,0,0,0
614855718638584_684650804992408,photo,12/24/2017 7:53,8,0,0,8,0,0,0,0,0
614855718638584_684629264994562,photo,12/24/2017 7:33,11,0,0,11,0,0,0,0,0
614855718638584_684613778329444,status,12/24/2017 7:16,19,2,0,19,0,0,0,0,0
614855718638584_684600291664126,video,12/24/2017 7:04,200,752,184,126,74,0,0,0,0
614855718638584_685187868272035,status,12/24/2017 23:58,137,162,0,136,0,0,1,0,0
614855718638584_685163814941107,status,12/24/2017 23:20,7,0,1,7,0,0,0,0,0
614855718638584_685124731611682,photo,12/24/2017 22:15,18,0,0,18,0,0,0,0,0
614855718638584_684785274978961,photo,12/24/2017 10:25,241,2,0,234,4,3,0,0,0
614855718638584_684650804992408,photo,12/24/2017 7:53,8,0,0,8,0,0,0,0,0
614855718638584_684629264994562,photo,12/24/2017 7:33,11,0,0,11,0,0,0,0,0
614855718638584_684613778329444,photo,12/24/2017 7:16,19,2,0,19,0,0,0,0,0
614855718638584_684600291664126,video,12/24/2017 7:04,200,752,184,126,74,0,0,0,0
614855718638584_684785274978961,photo,12/24/2017 10:25,241,2,0,234,4,3,0,0,0
614855718638584_684650804992408,photo,12/24/2017 7:53,8,0,0,8,0,0,0,0,0
614855718638584_684629264994562,photo,12/24/2017 7:33,11,0,0,11,0,0,0,0,0
614855718638584_684613778329444,status,12/24/2017 7:16,19,2,0,19,0,0,0,0,0
