user,artist,sex,country
34,kt tunstall,m,"Iran, Islamic Republic of"
34,led zeppelin,m,"Iran, Islamic Republic of"
34,blackfield,m,"Iran, Islamic Republic of"
34,rammstein,m,"Iran, Islamic Republic of"
34,elvis presley,m,"Iran, Islamic Republic of"
34,archive,m,"Iran, Islamic Republic of"
34,enigma,m,"Iran, Islamic Republic of"
34,nightwish,m,"Iran, Islamic Republic of"
34,amy macdonald,m,"Iran, Islamic Republic of"
34,robbie williams,m,"Iran, Islamic Republic of"
34,queen,m,"Iran, Islamic Republic of"
34,belle and sebastian,m,"Iran, Islamic Republic of"
34,loreena mckennitt,m,"Iran, Islamic Republic of"
34,the doors,m,"Iran, Islamic Republic of"
34,damien rice,m,"Iran, Islamic Republic of"
34,louis armstrong,m,"Iran, Islamic Republic of"
34,a perfect circle,m,"Iran, Islamic Republic of"
34,manu chao,m,"Iran, Islamic Republic of"
35,radiohead,m,Ukraine
35,the kooks,m,Ukraine
35,coldplay,m,Ukraine
35,nine inch nails,m,Ukraine
35,hot chip,m,Ukraine
35,black rebel motorcycle club,m,Ukraine
35,lcd soundsystem,m,Ukraine
35,kasabian,m,Ukraine
35,n*e*r*d,m,Ukraine
35,editors,m,Ukraine
35,klaxons,m,Ukraine
35,bloc party,m,Ukraine
35,the cinematic orchestra,m,Ukraine
35,depeche mode,m,Ukraine
35,girl talk,m,Ukraine
35,lamb,m,Ukraine
35,cut copy,m,Ukraine
35,2pac,m,Ukraine
35,iamx,m,Ukraine
35,the raconteurs,m,Ukraine
35,antony and the johnsons,m,Ukraine
35,unkle,m,Ukraine
35,the presets,m,Ukraine
35,the killers,m,Ukraine
35,gorillaz,m,Ukraine
35,moloko,m,Ukraine
35,massive attack,m,Ukraine
35,mgmt,m,Ukraine
35,portishead,m,Ukraine
35,the cardigans,m,Ukraine
35,kylie minogue,m,Ukraine
35,patrick wolf,m,Ukraine
36,m.i.a.,f,Italy
36,fugazi,f,Italy
36,rammstein,f,Italy
36,clint mansell,f,Italy
36,elton john,f,Italy
36,the beatles,f,Italy
36,portishead,f,Italy
36,social distortion,f,Italy
36,rise against,f,Italy
36,depeche mode,f,Italy
36,lynyrd skynyrd,f,Italy
38,black eyed peas,m,Thailand
38,maroon 5,m,Thailand
38,john legend,m,Thailand
38,elton john,m,Thailand
38,mary j. blige,m,Thailand
38,the ting tings,m,Thailand
38,mika,m,Thailand
38,abba,m,Thailand
38,the beatles,m,Thailand
38,adele,m,Thailand
38,santana,m,Thailand
39,britney spears,m,Russian Federation
39,a-ha,m,Russian Federation
39,joss stone,m,Russian Federation
39,christina aguilera,m,Russian Federation
39,hilary duff,m,Russian Federation
39,katie melua,m,Russian Federation
39,katy perry,m,Russian Federation
39,norah jones,m,Russian Federation
39,september,m,Russian Federation
39,shakira,m,Russian Federation
39,leona lewis,m,Russian Federation
40,the go! team,f,Australia
40,feist,f,Australia
40,broken social scene,f,Australia
40,interpol,f,Australia
40,portishead,f,Australia
40,garbage,f,Australia
40,oasis,f,Australia
40,metric,f,Australia
40,stars,f,Australia
40,cat power,f,Australia
40,andrew bird,f,Australia
40,pixies,f,Australia
40,coldplay,f,Australia
40,kasabian,f,Australia
40,kings of convenience,f,Australia
41,dream theater,f,Mexico
41,kreator,f,Mexico
41,scorpions,f,Mexico
41,alice in chains,f,Mexico
41,iron maiden,f,Mexico
41,satyricon,f,Mexico
41,metallica,f,Mexico
41,radiohead,f,Mexico
41,trivium,f,Mexico
41,def leppard,f,Mexico
41,hypocrisy,f,Mexico
42,soundtrack,f,Germany
42,groove coverage,f,Germany
42,avril lavigne,f,Germany
42,the rasmus,f,Germany
42,him,f,Germany
42,nightwish,f,Germany
42,as i lay dying,f,Germany
42,in extremo,f,Germany
42,evanescence,f,Germany
43,the knife,f,United Kingdom
43,of montreal,f,United Kingdom
43,john mayer,f,United Kingdom
43,nada surf,f,United Kingdom
43,blink-182,f,United Kingdom
43,say anything,f,United Kingdom
43,the get up kids,f,United Kingdom
43,camera obscura,f,United Kingdom
43,sufjan stevens,f,United Kingdom
43,kanye west,f,United Kingdom
43,dashboard confessional,f,United Kingdom
43,stars,f,United Kingdom
43,the weakerthans,f,United Kingdom
43,kings of convenience,f,United Kingdom
43,van morrison,f,United Kingdom
43,band of horses,f,United Kingdom
43,sia,f,United Kingdom
43,panic at the disco,f,United Kingdom
43,coldplay,f,United Kingdom
43,justin timberlake,f,United Kingdom
43,the hush sound,f,United Kingdom
43,arctic monkeys,f,United Kingdom
43,jeff buckley,f,United Kingdom
43,alkaline trio,f,United Kingdom
43,foo fighters,f,United Kingdom
43,guided by voices,f,United Kingdom
43,anna ternheim,f,United Kingdom
43,death cab for cutie,f,United Kingdom
43,saves the day,f,United Kingdom
43,the killers,f,United Kingdom
43,bon iver,f,United Kingdom
43,fleet foxes,f,United Kingdom
43,the magnetic fields,f,United Kingdom
43,fall out boy,f,United Kingdom
44,girl talk,m,United States
44,roxette,m,United States
44,kings of leon,m,United States
44,my morning jacket,m,United States
44,beck,m,United States
44,grateful dead,m,United States
44,beastie boys,m,United States
44,arcade fire,m,United States
44,wilco,m,United States
44,the decemberists,m,United States
44,fleetwood mac,m,United States
44,a-ha,m,United States
44,johnny cash,m,United States
44,coldplay,m,United States
44,cut copy,m,United States
44,kelly clarkson,m,United States
44,the beatles,m,United States
44,camera obscura,m,United States
44,cat power,m,United States
44,gnarls barkley,m,United States
44,the national,m,United States
44,pavement,m,United States
44,animal collective,m,United States
44,belle and sebastian,m,United States
44,ben folds,m,United States
44,elvis costello,m,United States
44,modest mouse,m,United States
44,the go! team,m,United States
44,kanye west,m,United States
44,the shins,m,United States
44,the flaming lips,m,United States
44,radiohead,m,United States
44,stars,m,United States
45,rammstein,m,United States
45,the beatles,m,United States
45,the stone roses,m,United States
45,stevie wonder,m,United States
45,devo,m,United States
45,the rolling stones,m,United States
45,new order,m,United States
45,u2,m,United States
45,the smiths,m,United States
45,the who,m,United States
45,talking heads,m,United States
45,elvis presley,m,United States
45,the white stripes,m,United States
45,inxs,m,United States
45,beck,m,United States
45,fatboy slim,m,United States
45,the cure,m,United States
45,morrissey,m,United States
45,r.e.m.,m,United States
45,pet shop boys,m,United States
45,sugababes,m,United States
45,the clash,m,United States
45,prince,m,United States
45,depeche mode,m,United States
45,eels,m,United States
45,badly drawn boy,m,United States
45,led zeppelin,m,United States
45,coldplay,m,United States
45,dave matthews band,m,United States
45,marvin gaye,m,United States
45,basement jaxx,m,United States
45,kasabian,m,United States
45,they might be giants,m,United States
45,cake,m,United States
46,radiohead,f,United States
46,bob dylan,f,United States
46,bruce springsteen,f,United States
46,girl talk,f,United States
46,cut copy,f,United States
46,the rolling stones,f,United States
46,green day,f,United States
46,the shins,f,United States
46,red hot chili peppers,f,United States
46,eddie vedder,f,United States
46,counting crows,f,United States
46,new order,f,United States
46,the national,f,United States
46,u2,f,United States
46,paul simon,f,United States
46,air,f,United States
46,the who,f,United States
46,coldplay,f,United States
46,the brian jonestown massacre,f,United States
46,the jesus and mary chain,f,United States
46,the smiths,f,United States
46,feist,f,United States
46,tom petty and the heartbreakers,f,United States
46,death cab for cutie,f,United States
46,mgmt,f,United States
46,incubus,f,United States
46,buena vista social club,f,United States
46,the smashing pumpkins,f,United States
46,the roots,f,United States
46,the cure,f,United States
46,manic street preachers,f,United States
46,the killers,f,United States
46,okkervil river,f,United States
46,r.e.m.,f,United States
46,moby,f,United States
46,modest mouse,f,United States
46,led zeppelin,f,United States
46,band of horses,f,United States
46,kanye west,f,United States
46,alicia keys,f,United States
46,outkast,f,United States
46,my morning jacket,f,United States
46,the offspring,f,United States
46,silverchair,f,United States
47,pj harvey,m,Italy
47,radiohead,m,Italy
47,zero 7,m,Italy
47,david bowie,m,Italy
47,air,m,Italy
47,t. rex,m,Italy
47,neil young,m,Italy
47,portishead,m,Italy
47,jefferson airplane,m,Italy
47,morcheeba,m,Italy
47,pink martini,m,Italy
47,devendra banhart,m,Italy
47,johnny cash,m,Italy
47,depeche mode,m,Italy
47,tom waits,m,Italy
47,john coltrane,m,Italy
47,sia,m,Italy
47,nick drake,m,Italy
47,blonde redhead,m,Italy
47,grateful dead,m,Italy
47,bob dylan,m,Italy
47,the velvet underground,m,Italy
47,antony and the johnsons,m,Italy
47,kate bush,m,Italy
47,nick cave and the bad seeds,m,Italy
48,as i lay dying,m,Norway
48,skillet,m,Norway
48,atreyu,m,Norway
48,bullet for my valentine,m,Norway
48,disturbed,m,Norway
48,parkway drive,m,Norway
48,killswitch engage,m,Norway
48,papa roach,m,Norway
48,the used,m,Norway
48,rammstein,m,Norway
48,david guetta,m,Norway
48,sum 41,m,Norway
48,trivium,m,Norway
48,deathstars,m,Norway
48,scar symmetry,m,Norway
48,the prodigy,m,Norway
48,rise against,m,Norway
48,eminem,m,Norway
48,children of bodom,m,Norway
50,the ataris,f,Russian Federation
50,yann tiersen,f,Russian Federation
50,the smashing pumpkins,f,Russian Federation
50,carla bruni,f,Russian Federation
50,the cure,f,Russian Federation
50,joy division,f,Russian Federation
50,placebo,f,Russian Federation
50,patrick wolf,f,Russian Federation
50,blink-182,f,Russian Federation
50,65daysofstatic,f,Russian Federation
50,depeche mode,f,Russian Federation
50,nirvana,f,Russian Federation
50,blonde redhead,f,Russian Federation
50,underoath,f,Russian Federation
50,regina spektor,f,Russian Federation
50,yeah yeah yeahs,f,Russian Federation
50,bauhaus,f,Russian Federation
50,mew,f,Russian Federation
50,taking back sunday,f,Russian Federation
50,god is an astronaut,f,Russian Federation
50,metric,f,Russian Federation
50,iron & wine,f,Russian Federation
50,anna ternheim,f,Russian Federation
50,the fray,f,Russian Federation
50,the shins,f,Russian Federation
50,ray lamontagne,f,Russian Federation
50,radiohead,f,Russian Federation
50,hellogoodbye,f,Russian Federation
50,klaxons,f,Russian Federation
51,kate nash,f,Germany
51,arctic monkeys,f,Germany
51,lykke li,f,Germany
51,adele,f,Germany
51,tegan and sara,f,Germany
51,the ting tings,f,Germany
51,the fratellis,f,Germany
51,paolo nutini,f,Germany
51,phoenix,f,Germany
51,kings of leon,f,Germany
51,beatsteaks,f,Germany
51,lily allen,f,Germany
51,hard-fi,f,Germany
51,the wombats,f,Germany
51,the pipettes,f,Germany
51,klaxons,f,Germany
51,the pigeon detectives,f,Germany
51,mando diao,f,Germany
51,incubus,f,Germany
51,duffy,f,Germany
51,razorlight,f,Germany
51,mgmt,f,Germany
51,billy talent,f,Germany
51,santogold,f,Germany
51,clueso,f,Germany
51,nada surf,f,Germany
51,the last shadow puppets,f,Germany
55,animal collective,m,United States
55,fleet foxes,m,United States
55,notorious b.i.g.,m,United States
55,devendra banhart,m,United States
55,bon iver,m,United States
55,venetian snares,m,United States
55,bonnie prince billy,m,United States
55,deerhoof,m,United States
55,tokyo police club,m,United States
55,explosions in the sky,m,United States
55,modest mouse,m,United States
55,godspeed you! black emperor,m,United States
55,stevie wonder,m,United States
55,m83,m,United States
55,the blood brothers,m,United States
56,j dilla,m,Sweden
56,common,m,Sweden
56,burial,m,Sweden
56,jedi mind tricks,m,Sweden
56,daft punk,m,Sweden
56,lil wayne,m,Sweden
56,patrick wolf,m,Sweden
56,notorious b.i.g.,m,Sweden
58,john frusciante,m,Finland
58,morrissey,m,Finland
58,against me!,m,Finland
58,in flames,m,Finland
58,lamb of god,m,Finland
58,the smiths,m,Finland
58,flogging molly,m,Finland
58,the rolling stones,m,Finland
58,red hot chili peppers,m,Finland
58,the hellacopters,m,Finland
58,the roots,m,Finland
58,the black keys,m,Finland
58,dire straits,m,Finland
58,children of bodom,m,Finland
59,the libertines,f,Japan
59,the zombies,f,Japan
59,depeche mode,f,Japan
59,band of horses,f,Japan
59,arctic monkeys,f,Japan
59,adam green,f,Japan
59,the strokes,f,Japan
62,beatsteaks,f,Germany
62,clueso,f,Germany
62,the kooks,f,Germany
62,plain white ts,f,Germany
62,robyn,f,Germany
62,red hot chili peppers,f,Germany
62,30 seconds to mars,f,Germany
62,justin timberlake,f,Germany
62,razorlight,f,Germany
62,billy talent,f,Germany
62,the subways,f,Germany
62,kanye west,f,Germany
62,[unknown],f,Germany
62,kings of leon,f,Germany
62,john legend,f,Germany
62,blink-182,f,Germany
62,deichkind,f,Germany
62,stone sour,f,Germany
63,ministry,m,Finland
63,turbonegro,m,Finland
63,paradise lost,m,Finland
63,katatonia,m,Finland
63,pj harvey,m,Finland
63,deftones,m,Finland
63,parkway drive,m,Finland
63,danny elfman,m,Finland
63,marilyn manson,m,Finland
63,amorphis,m,Finland
63,the dillinger escape plan,m,Finland
63,massive attack,m,Finland
63,opeth,m,Finland
63,strapping young lad,m,Finland
63,placebo,m,Finland
63,muse,m,Finland
63,apocalyptica,m,Finland
63,type o negative,m,Finland
63,sentenced,m,Finland
63,beastie boys,m,Finland
63,the birthday massacre,m,Finland
63,garbage,m,Finland
63,misfits,m,Finland
63,system of a down,m,Finland
64,apparat,m,Poland
64,drowning pool,m,Poland
64,armin van buuren,m,Poland
64,alexisonfire,m,Poland
64,chicane,m,Poland
64,30 seconds to mars,m,Poland
64,ghostface,m,Poland
64,death cab for cutie,m,Poland
64,imogen heap,m,Poland
64,placebo,m,Poland
64,underworld,m,Poland
66,loreena mckennitt,f,United Kingdom
66,garbage,f,United Kingdom
66,muse,f,United Kingdom
66,amy macdonald,f,United Kingdom
66,sufjan stevens,f,United Kingdom
66,death cab for cutie,f,United Kingdom
66,frou frou,f,United Kingdom
66,a fine frenzy,f,United Kingdom
66,a perfect circle,f,United Kingdom
66,damien rice,f,United Kingdom
66,dido,f,United Kingdom
67,pixies,f,United States
67,radiohead,f,United States
67,spoon,f,United States
67,belle and sebastian,f,United States
67,the kinks,f,United States
67,eels,f,United States
67,beck,f,United States
67,modest mouse,f,United States
67,talking heads,f,United States
67,the jimi hendrix experience,f,United States
67,the roots,f,United States
67,jack johnson,f,United States
67,the white stripes,f,United States
67,the clash,f,United States
67,elliott smith,f,United States
67,pink floyd,f,United States
67,adam green,f,United States
67,david bowie,f,United States
67,stars,f,United States
67,ramones,f,United States
67,joy division,f,United States
67,t. rex,f,United States
67,pinback,f,United States
67,pavement,f,United States
67,bob dylan,f,United States
67,peter bjorn and john,f,United States
67,the dandy warhols,f,United States
67,red hot chili peppers,f,United States
67,my bloody valentine,f,United States
67,nirvana,f,United States
67,the jesus and mary chain,f,United States
67,buzzcocks,f,United States
67,lcd soundsystem,f,United States
67,the new pornographers,f,United States
67,sublime,f,United States
67,sonic youth,f,United States
67,sufjan stevens,f,United States
67,beastie boys,f,United States
67,muse,f,United States
69,depeche mode,m,United States
69,explosions in the sky,m,United States
69,nas,m,United States
69,deerhoof,m,United States
69,a tribe called quest,m,United States
69,mf doom,m,United States
69,cocorosie,m,United States
69,broken social scene,m,United States
69,mogwai,m,United States
69,sufjan stevens,m,United States
69,the blood brothers,m,United States
69,joanna newsom,m,United States
69,m83,m,United States
69,gang starr,m,United States
69,mos def,m,United States
69,the notwist,m,United States
69,thursday,m,United States
69,cursive,m,United States
69,boards of canada,m,United States
69,regina spektor,m,United States
69,de la soul,m,United States
69,isis,m,United States
69,cat power,m,United States
69,talib kweli,m,United States
69,the faint,m,United States
69,dashboard confessional,m,United States
69,interpol,m,United States
70,era,m,Mexico
70,avril lavigne,m,Mexico
70,linkin park,m,Mexico
70,hilary duff,m,Mexico
70,the cardigans,m,Mexico
70,the fray,m,Mexico
70,the corrs,m,Mexico
70,lifehouse,m,Mexico
70,paramore,m,Mexico
70,the rasmus,m,Mexico
70,muse,m,Mexico
70,snow patrol,m,Mexico
70,the all-american rejects,m,Mexico
70,3 doors down,m,Mexico
70,avenged sevenfold,m,Mexico
70,staind,m,Mexico
70,bon jovi,m,Mexico
70,kt tunstall,m,Mexico
70,u2,m,Mexico
70,pink,m,Mexico
70,coldplay,m,Mexico
70,bryan adams,m,Mexico
70,him,m,Mexico
70,madonna,m,Mexico
70,muse,m,Mexico
70,the cranberries,m,Mexico
70,tenacious d,m,Mexico
70,muse,f,Mexico
70,simple plan,f,Mexico
70,depeche mode,f,Mexico
70,aerosmith,f,Mexico
70,hammerfall,f,Mexico
70,green day,f,Mexico
71,joy division,f,Canada
71,the smiths,f,Canada
71,animal collective,f,Canada
71,air,f,Canada
71,bon iver,f,Canada
71,spoon,f,Canada
71,sufjan stevens,f,Canada
71,radiohead,f,Canada
71,arcade fire,f,Canada
71,belle and sebastian,f,Canada
71,cocorosie,f,Canada
71,bob dylan,f,Canada
71,my bloody valentine,f,Canada
71,the beatles,f,Canada
71,the cure,f,Canada
71,johnny cash,f,Canada
71,nouvelle vague,f,Canada
71,of montreal,f,Canada
73,groove armada,m,Estonia
73,depeche mode,m,Estonia
73,mr. scruff,m,Estonia
73,tosca,m,Estonia
73,koop,m,Estonia
74,in extremo,m,Spain
74,nine inch nails,m,Spain
74,billy talent,m,Spain
74,panic! at the disco,m,Spain
74,the ataris,m,Spain
74,hoobastank,m,Spain
74,disturbed,m,Spain
74,kasabian,m,Spain
74,the used,m,Spain
74,depeche mode,m,Spain
74,muse,m,Spain
74,bloc party,m,Spain
74,the sounds,m,Spain
74,nickelback,m,Spain
