timestamp,Bazylea Temperature [2 m elevation corrected],Bazylea Sunshine Duration,Bazylea Precipitation Total,Bazylea Cloud Cover Total,Bazylea Mean Sea Level Pressure [MSL],Bazylea Wind Gust
20201130T1800,3.2405286,0.0,0.0,0.0,1026.6,5.7599998
20201130T1900,2.8605285,0.0,0.0,0.0,1025.8,13.679999
20201130T2000,2.2405286,0.0,0.0,0.0,1025.3,11.5199995
20201130T2100,1.3805287,0.0,0.0,0.0,1026.4,11.5199995
20201130T2200,0.91052866,0.0,0.0,0.0,1025.8,18.0
20201130T2300,1.0305287,0.0,0.0,17.0,1025.1,10.440001
20201201T0000,1.1805286,0.0,0.0,100.0,1024.7,7.92
20201201T0100,1.4105287,0.0,0.0,100.0,1024.2,10.440001
20201201T0200,2.0805285,0.0,0.1,100.0,1024.3,17.64
20201201T0300,1.8105286,0.0,0.7,100.0,1022.9,21.96
20201201T0400,2.0105286,0.0,0.9,100.0,1021.5,17.64
20201201T0500,2.1805286,0.0,0.6,100.0,1020.5,17.28
20201201T0600,2.4305286,0.0,0.6,100.0,1020.2,16.919998
20201201T0700,3.3705285,0.0,0.2,100.0,1018.1,19.44
20201201T0800,4.8505287,0.0,0.3,100.0,1016.4,23.759998
20201201T0900,4.5205283,0.0,0.2,100.0,1017.8,28.8
20201201T1000,2.8505285,0.0,0.5,100.0,1019.3,30.239998
20201201T1100,2.0505285,0.0,1.0,100.0,1018.9,30.599998
20201201T1200,3.8005285,42.127663,0.2,28.0,1017.8,30.960001
20201201T1300,4.1505284,0.0,0.0,100.0,1016.6,34.56
20201201T1400,4.9205284,0.0,0.0,100.0,1016.5,31.319998
20201201T1500,5.1305285,0.0,0.0,100.0,1015.5,28.44
20201201T1600,4.9505286,0.0,0.0,100.0,1016.3,26.28
20201201T1700,4.4505286,0.0,0.0,100.0,1016.0,23.4
20201201T1800,4.1405287,0.0,0.0,100.0,1015.9,21.599998
20201201T1900,4.1005287,0.0,0.0,100.0,1016.4,18.72
20201201T2000,4.1405287,0.0,0.0,100.0,1015.9,14.04
20201201T2100,3.8705285,0.0,0.0,100.0,1016.0,9.72
20201201T2200,3.6805286,0.0,0.0,100.0,1016.7,11.5199995
20201201T2300,3.4505286,0.0,0.0,100.0,1016.7,6.12
20201202T0000,3.3605285,0.0,0.1,100.0,1015.8,6.4799995
20201202T0100,3.2105286,0.0,0.5,100.0,1016.6,7.92
20201202T0200,3.1705287,0.0,0.2,100.0,1017.0,6.4799995
20201202T0300,3.0505285,0.0,0.2,100.0,1015.9,6.12
20201202T0400,2.9905286,0.0,0.2,100.0,1015.8,7.2
20201202T0500,2.8705285,0.0,0.2,100.0,1016.3,6.4799995
20201202T0600,2.7205286,0.0,0.1,100.0,1015.9,11.5199995
20201202T0700,2.6805286,0.0,0.0,100.0,1016.0,13.679999
20201202T0800,2.0305285,0.0,0.0,100.0,1016.3,24.84
20201202T0900,2.1705287,0.0,0.0,100.0,1016.0,26.28
20201202T1000,2.5805285,60.0,0.0,0.0,1016.3,18.359999
20201202T1100,3.3405285,45.95745,0.0,22.0,1015.7,20.16
20201202T1200,4.3805285,47.234047,0.0,20.0,1015.0,18.72
20201202T1300,4.2505283,0.0,0.0,100.0,1014.8,15.119999
20201202T1400,4.1005287,0.0,0.0,100.0,1014.3,10.799999
20201202T1500,4.290529,0.0,0.0,100.0,1014.0,13.32
20201202T1600,3.9605286,1.2765956,0.0,92.0,1013.9,15.4800005
20201202T1700,3.0305285,0.0,0.0,100.0,1013.6,18.0
20201202T1800,2.8105285,0.0,0.0,100.0,1013.8,14.04
20201202T1900,2.5905285,0.0,0.0,100.0,1013.8,13.679999
20201202T2000,2.3105285,0.0,0.0,90.0,1014.2,12.959999
20201202T2100,1.1305287,0.0,0.0,27.0,1015.1,12.24
20201202T2200,0.55052865,0.0,0.0,100.0,1014.5,11.159999
20201202T2300,1.4205287,0.0,0.0,100.0,1014.1,8.64
20201203T0000,1.4005287,0.0,0.0,100.0,1014.0,7.5599995
20201203T0100,0.66052866,0.0,0.0,10.0,1013.5,9.0
20201203T0200,0.030528657,0.0,0.0,25.0,1012.9,12.599999
20201203T0300,-0.50947136,0.0,0.0,37.0,1012.5,15.4800005
20201203T0400,-0.16947135,0.0,0.0,1.0,1011.9,17.64
20201203T0500,-0.4994713,0.0,0.0,0.0,1010.9,14.4
20201203T0600,-0.69947135,0.0,0.0,1.2,1010.6,15.4800005
20201203T0700,-0.04947134,0.0,0.0,100.0,1010.5,12.24
20201203T0800,0.7605287,0.0,0.0,100.0,1009.1,12.599999
20201203T0900,1.5305287,0.0,0.0,100.0,1008.2,13.32
20201203T1000,3.5205286,22.978725,0.0,58.0,1007.4,11.879999
20201203T1100,5.5005283,0.0,0.0,100.0,1006.0,14.4
20201203T1200,6.9105287,4.468085,0.0,87.0,1004.3,16.199999
20201203T1300,5.2105284,44.04255,0.0,25.0,1004.6,12.24
20201203T1400,6.3405285,42.765953,0.0,27.0,1003.3,14.04
20201203T1500,6.8305287,30.0,0.0,47.0,1001.6,18.72
20201203T1600,5.4105287,0.0,0.0,100.0,1001.2,19.44
20201203T1700,4.7705283,0.0,0.0,100.0,999.8,21.599998
20201203T1800,4.7305284,0.0,0.0,100.0,998.6,24.119999
20201203T1900,4.6505284,0.0,0.0,100.0,997.3,39.239998
20201203T2000,4.4405284,0.0,0.0,100.0,996.4,37.079998
20201203T2100,4.1005287,0.0,0.0,100.0,995.7,36.0
20201203T2200,3.6705287,0.0,0.0,100.0,994.5,31.319998
20201203T2300,3.3205285,0.0,0.0,100.0,994.0,36.36
20201204T0000,4.3205285,0.0,0.0,100.0,992.9,41.039997
20201204T0100,5.6605287,0.0,0.0,100.0,991.4,42.839996
20201204T0200,5.790529,0.0,0.0,100.0,991.3,38.519997
20201204T0300,5.5705285,0.0,0.0,100.0,989.9,34.2
20201204T0400,3.7305286,0.0,0.0,100.0,988.9,42.12
20201204T0500,3.2405286,0.0,0.0,100.0,988.6,25.919998
20201204T0600,3.1005285,0.0,0.0,100.0,987.9,37.44
20201204T0700,3.2905285,0.0,0.0,100.0,987.2,34.56
20201204T0800,5.0205283,0.0,0.0,100.0,986.7,43.56
20201204T0900,6.3405285,0.0,0.0,100.0,986.5,47.519997
20201204T1000,7.0305285,0.0,0.0,100.0,987.0,38.88
20201204T1100,6.8605285,0.0,0.0,100.0,987.8,29.519999
20201204T1200,5.6005287,0.0,0.3,100.0,988.6,31.68
20201204T1300,5.6405287,0.0,0.3,100.0,989.0,18.72
20201204T1400,4.7505283,0.0,1.7,100.0,989.3,25.919998
20201204T1500,4.9705286,0.0,0.1,100.0,988.8,37.079998
20201204T1600,5.3105288,0.0,0.0,100.0,988.7,33.839996
20201204T1700,4.7805285,0.0,0.0,100.0,989.3,30.599998
20201204T1800,4.3105288,0.0,0.0,100.0,989.0,2.8799999
20201204T1900,4.290529,0.0,0.2,100.0,989.7,7.2
20201204T2000,3.8905284,0.0,0.4,100.0,989.7,11.5199995
20201204T2100,3.2305286,0.0,0.0,100.0,990.4,11.159999
20201204T2200,3.5505285,0.0,0.0,100.0,990.1,7.5599995
20201204T2300,3.8105285,0.0,0.0,100.0,989.7,8.28
20201205T0000,3.5805285,0.0,0.0,100.0,990.2,6.4799995
20201205T0100,3.7105286,0.0,0.0,100.0,991.2,6.4799995
20201205T0200,4.0305285,0.0,0.0,100.0,991.5,8.64
20201205T0300,3.8805285,0.0,0.2,100.0,992.0,11.159999
20201205T0400,3.6405284,0.0,0.6,100.0,993.1,14.04
20201205T0500,3.3705285,0.0,0.8,100.0,994.0,14.04
20201205T0600,3.2205286,0.0,0.7,100.0,994.8,16.199999
20201205T0700,1.9405286,0.0,0.0,0.0,996.0,24.48
20201205T0800,1.2105286,0.1,0.0,0.0,996.7,16.199999
20201205T0900,2.2705286,60.0,0.0,0.0,997.4,15.84
20201205T1000,4.6105285,60.0,0.0,0.0,997.9,20.880001
20201205T1100,5.6405287,60.0,0.0,0.0,998.2,22.319998
20201205T1200,6.2805285,52.340427,0.0,12.0,998.2,24.48
20201205T1300,5.6005287,0.0,0.0,100.0,998.6,10.08
20201205T1400,5.3305287,0.0,0.0,100.0,998.7,13.679999
20201205T1500,5.040529,0.0,0.0,100.0,998.7,16.919998
20201205T1600,4.7305284,0.0,0.0,100.0,998.5,18.359999
20201205T1700,4.0305285,0.0,0.0,100.0,998.0,17.28
20201205T1800,3.8005285,0.0,0.0,100.0,997.8,18.72
20201205T1900,3.7305286,0.0,0.0,100.0,997.3,15.119999
20201205T2000,3.4905286,0.0,0.0,100.0,997.7,20.519999
20201205T2100,3.1205285,0.0,0.0,100.0,998.0,20.880001
20201205T2200,3.2805285,0.0,0.0,100.0,997.7,23.4
20201205T2300,3.5105286,0.0,0.0,100.0,998.9,28.08
20201206T0000,3.4605286,0.0,0.0,100.0,999.2,15.4800005
20201206T0100,3.3805285,0.0,0.0,100.0,999.1,10.799999
20201206T0200,3.0005286,0.0,0.0,100.0,999.2,13.679999
20201206T0300,3.4605286,0.0,0.0,100.0,999.1,12.599999
20201206T0400,3.5405285,0.0,0.0,100.0,999.1,10.440001
20201206T0500,3.3405285,0.0,0.0,100.0,1000.2,4.32
20201206T0600,2.5005286,0.0,0.0,100.0,1000.8,3.2399998
20201206T0700,1.6905286,0.0,0.0,100.0,1000.7,6.12
20201206T0800,1.2705287,0.0,0.0,100.0,1000.7,9.0
20201206T0900,1.9205287,0.0,0.0,100.0,1001.0,9.36
20201206T1000,3.5005286,33.82979,0.0,41.0,1001.4,5.3999996
20201206T1100,5.4205284,0.0,0.0,100.0,1001.1,7.92
20201206T1200,5.5705285,0.0,0.0,100.0,1000.8,13.32
20201206T1300,5.7605286,0.0,0.1,100.0,999.5,7.5599995
20201206T1400,6.4705286,0.0,0.0,100.0,998.9,7.92
20201206T1500,6.6105285,0.0,0.0,100.0,998.4,9.36
20201206T1600,6.6405287,0.0,0.0,100.0,998.2,6.8399997
20201206T1700,6.2005286,0.0,0.0,100.0,998.1,8.28
20201206T1800,5.6805286,0.0,0.0,100.0,998.1,3.2399998
20201206T1900,5.1105285,0.0,0.0,100.0,997.2,8.28
20201206T2000,4.8005285,0.0,0.0,100.0,997.1,10.08
20201206T2100,4.6605287,0.0,0.3,100.0,997.1,7.92
20201206T2200,4.6805286,0.0,0.8,100.0,996.4,17.28
20201206T2300,4.2605286,0.0,0.8,100.0,996.0,23.039999
20201207T0000,3.4605286,0.0,0.7,100.0,996.1,29.519999
20201207T0100,3.0205286,0.0,1.1,100.0,996.9,28.08
20201207T0200,2.9605286,0.0,1.3,100.0,997.5,27.359999
20201207T0300,2.5305285,0.0,0.9,100.0,997.1,30.239998
20201207T0400,2.8605285,0.0,0.5,100.0,997.2,25.199999
20201207T0500,4.000529,0.0,0.0,100.0,997.3,21.599998
20201207T0600,4.0805287,0.0,0.0,100.0,997.6,20.16
20201207T0700,4.2005286,0.0,0.0,100.0,998.0,16.919998
20201207T0800,4.4605284,0.0,0.0,100.0,998.3,14.759999
20201207T0900,4.8405285,0.0,0.0,100.0,998.8,12.24
20201207T1000,5.8505287,9.574467,0.0,79.0,998.7,15.119999
20201207T1100,6.2705283,49.148937,0.0,17.0,998.9,15.84
20201207T1200,6.7005286,51.06383,0.0,14.0,999.3,11.879999
20201207T1300,6.2305284,0.0,0.0,100.0,1000.5,7.5599995
20201207T1400,6.0605288,0.0,0.0,100.0,1000.6,6.12
20201207T1500,5.9205284,34.468082,0.0,40.0,1000.6,6.4799995
20201207T1600,5.6505284,60.0,0.0,0.0,1000.0,6.8399997
20201207T1700,5.2605286,40.666668,0.0,0.0,1000.1,6.8399997
20201207T1800,3.6705287,0.0,0.0,0.0,1000.3,10.799999
20201207T1900,2.4005284,0.0,0.0,0.0,1000.6,21.599998
20201207T2000,1.6305287,0.0,0.0,0.0,1000.5,19.08
20201207T2100,1.4905287,0.0,0.0,14.0,1001.0,18.0
20201207T2200,0.67052865,0.0,0.0,15.0,1001.0,19.08
20201207T2300,0.45052865,0.0,0.0,100.0,1000.5,18.0
20201208T0000,0.44052866,0.0,0.0,100.0,1000.3,18.72
20201208T0100,0.81052864,0.0,0.0,100.0,1000.6,18.359999
20201208T0200,0.9605287,0.0,0.0,100.0,1000.3,19.8
20201208T0300,0.38052866,0.0,0.0,100.0,999.0,19.44
20201208T0400,0.31052867,0.0,0.0,100.0,998.9,20.16
20201208T0500,0.47052866,0.0,0.0,100.0,999.3,18.72
20201208T0600,-0.07947134,0.0,0.0,53.0,999.3,17.28
20201208T0700,0.6905287,0.0,0.0,100.0,999.2,14.04
20201208T0800,0.9505287,0.0,0.0,100.0,998.9,8.64
20201208T0900,1.1205287,0.0,0.0,100.0,999.2,11.879999
20201208T1000,2.0205286,0.0,0.0,100.0,999.7,11.159999
20201208T1100,3.6805286,0.0,0.0,100.0,999.2,18.359999
20201208T1200,4.040529,0.0,0.0,100.0,999.3,11.159999
20201208T1300,6.2205286,52.340427,0.0,12.0,1000.5,11.159999
20201208T1400,6.7305284,57.44681,0.0,4.0,1001.1,9.36
20201208T1500,6.9205284,56.808514,0.0,5.0,1001.2,5.7599998
20201208T1600,6.6205287,10.851063,0.0,77.0,1000.8,2.8799999
20201208T1700,6.0305285,33.216488,0.0,17.0,1000.8,5.3999996
20201208T1800,4.540529,0.0,0.0,18.0,1002.0,7.5599995
20201208T1900,3.6905286,0.0,0.0,100.0,1002.4,9.36
20201208T2000,3.2905285,0.0,0.0,65.0,1003.1,13.32
20201208T2100,3.3305285,0.0,0.0,100.0,1004.1,15.4800005
20201208T2200,2.9305286,0.0,0.0,100.0,1004.5,17.64
20201208T2300,2.5005286,0.0,0.0,100.0,1004.2,18.0
20201209T0000,2.6905286,0.0,0.0,100.0,1004.1,18.0
20201209T0100,3.0005286,0.0,0.0,100.0,1004.8,13.679999
20201209T0200,3.1505284,0.0,0.0,100.0,1005.6,9.36
20201209T0300,3.1705287,0.0,0.0,100.0,1005.4,11.5199995
20201209T0400,2.8305285,0.0,0.2,100.0,1006.0,14.04
20201209T0500,2.1105285,0.0,0.4,100.0,1006.6,14.04
20201209T0600,1.6405287,0.0,0.6,100.0,1007.4,16.919998
20201209T0700,1.5405287,0.0,0.5,100.0,1008.3,18.359999
20201209T0800,1.4305286,0.0,0.3,100.0,1008.2,20.519999
20201209T0900,1.4605286,0.0,0.1,100.0,1008.9,19.44
20201209T1000,1.7105286,0.0,0.1,100.0,1009.2,19.8
20201209T1100,2.2505286,0.0,0.1,100.0,1009.8,20.519999
20201209T1200,3.0505285,0.0,0.0,100.0,1009.5,19.08
20201209T1300,3.1605287,0.0,0.0,100.0,1009.7,21.599998
20201209T1400,3.2805285,0.0,0.0,100.0,1010.0,21.24
20201209T1500,3.3805285,0.0,0.0,100.0,1010.1,20.16
20201209T1600,3.3305285,0.0,0.3,100.0,1010.3,16.919998
20201209T1700,3.2605286,0.0,0.4,100.0,1009.8,12.959999
20201209T1800,2.5905285,0.0,0.4,100.0,1010.3,11.159999
20201209T1900,2.1805286,0.0,0.1,100.0,1011.0,10.799999
20201209T2000,2.1305285,0.0,0.0,100.0,1011.2,8.64
20201209T2100,2.3605285,0.0,0.0,100.0,1011.3,11.879999
20201209T2200,2.3705285,0.0,0.1,100.0,1010.6,14.04
20201209T2300,2.1505284,0.0,0.0,99.0,1010.8,12.24
20201210T0000,1.5505286,0.0,0.0,52.0,1010.7,11.5199995
20201210T0100,0.91052866,0.0,0.0,54.0,1010.0,11.5199995
20201210T0200,0.24052864,0.0,0.0,23.0,1009.7,6.8399997
20201210T0300,0.39052868,0.0,0.0,100.0,1009.0,10.440001
20201210T0400,0.6405287,0.0,0.0,100.0,1008.0,3.2399998
20201210T0500,0.21052867,0.0,0.0,30.0,1007.5,6.12
20201210T0600,0.040528655,0.0,0.0,100.0,1007.0,10.440001
20201210T0700,-0.039471343,0.0,0.0,100.0,1007.0,10.08
20201210T0800,-0.20947134,0.0,0.0,100.0,1006.2,12.24
20201210T0900,-0.36947134,54.916668,0.0,0.0,1006.1,14.4
20201210T1000,0.73052865,58.085106,0.0,3.0,1006.5,15.84
20201210T1100,1.2905287,60.0,0.0,0.0,1006.1,16.199999
20201210T1200,2.0605285,60.0,0.0,0.0,1006.1,16.199999
20201210T1300,3.2105286,60.0,0.0,0.0,1006.0,16.56
20201210T1400,3.7705286,60.0,0.0,0.0,1006.2,16.199999
20201210T1500,3.9205287,60.0,0.0,0.0,1006.4,14.759999
20201210T1600,3.3805285,60.0,0.0,0.0,1006.4,12.599999
20201210T1700,2.0305285,40.316666,0.0,0.0,1006.3,11.5199995
20201210T1800,0.6905287,0.0,0.0,0.0,1006.8,10.799999
20201210T1900,-0.47947133,0.0,0.0,3.3000002,1007.1,9.36
20201210T2000,-0.84947133,0.0,0.0,7.0,1007.1,9.0
20201210T2100,-1.0594714,0.0,0.0,2.0,1007.0,7.2
20201210T2200,-1.2094713,0.0,0.0,21.0,1007.4,4.32
20201210T2300,-1.2494713,0.0,0.0,0.0,1007.4,4.32
20201211T0000,-0.9194713,0.0,0.0,15.0,1007.4,8.28
20201211T0100,-0.75947136,0.0,0.0,0.0,1007.0,14.04
20201211T0200,-0.8594713,0.0,0.0,0.0,1007.0,14.4
20201211T0300,-0.76947135,0.0,0.0,39.0,1005.7,12.599999
20201211T0400,0.020528657,0.0,0.0,100.0,1004.4,14.4
20201211T0500,-0.059471346,0.0,0.0,100.0,1003.6,18.72
20201211T0600,-0.45947134,0.0,0.0,100.0,1003.0,16.56
20201211T0700,-0.62947136,0.0,0.0,72.0,1002.3,17.28
20201211T0800,-0.12947133,0.0,0.0,100.0,1001.5,15.84
20201211T0900,0.79052866,0.0,0.0,100.0,1001.3,15.84
20201211T1000,3.2605286,0.0,0.0,100.0,1000.5,15.119999
20201211T1100,4.7205286,0.0,0.0,100.0,1000.0,24.119999
20201211T1200,4.7505283,0.0,0.0,100.0,1000.3,30.239998
20201211T1300,6.790529,0.0,0.0,100.0,998.1,36.0
20201211T1400,5.8705287,0.0,0.0,100.0,998.1,40.68
20201211T1500,4.1105285,0.0,0.1,100.0,997.5,37.8
20201211T1600,3.7705286,0.0,0.3,100.0,997.1,32.039997
20201211T1700,3.7805285,0.0,0.4,100.0,996.8,24.48
20201211T1800,3.8405285,0.0,0.7,100.0,996.4,25.199999
20201211T1900,4.9505286,0.0,0.2,100.0,996.0,22.319998
20201211T2000,5.7305284,0.0,0.0,100.0,995.5,21.599998
20201211T2100,5.5605288,0.0,0.0,100.0,995.6,26.28
20201211T2200,5.2605286,0.0,0.0,100.0,995.5,29.16
20201211T2300,5.2605286,0.0,0.0,100.0,994.9,15.84
20201212T0000,5.8005285,0.0,0.0,100.0,994.5,15.4800005
20201212T0100,5.9005284,0.0,0.0,100.0,995.0,32.039997
20201212T0200,6.0605288,0.0,0.0,100.0,995.6,19.44
20201212T0300,6.1905284,0.0,0.4,100.0,994.7,19.08
20201212T0400,6.1605287,0.0,0.2,100.0,994.8,18.0
20201212T0500,5.9105287,0.0,0.1,100.0,994.8,22.68
20201212T0600,5.6405287,0.0,1.7,100.0,995.6,31.68
20201212T0700,5.7405286,0.0,0.3,100.0,995.6,17.28
20201212T0800,5.8705287,0.0,0.0,100.0,995.3,13.32
20201212T0900,6.0205283,0.0,0.0,100.0,995.7,18.0
20201212T1000,7.0305285,0.0,0.0,100.0,996.5,9.72
20201212T1100,8.690529,0.0,0.0,100.0,996.9,12.959999
20201212T1200,9.620529,0.0,0.0,100.0,997.0,10.799999
20201212T1300,7.6105285,0.0,0.0,100.0,998.8,5.3999996
20201212T1400,8.250529,0.0,0.0,100.0,999.4,10.799999
20201212T1500,9.190529,0.0,0.0,100.0,1000.1,16.56
20201212T1600,8.960529,0.0,0.0,100.0,1000.3,15.119999
20201212T1700,8.370529,0.0,0.0,100.0,1000.5,14.04
20201212T1800,8.060529,0.0,0.0,100.0,1001.2,14.4
20201212T1900,8.020529,0.0,0.1,100.0,1001.6,18.0
20201212T2000,7.9205284,0.0,0.3,100.0,1002.4,18.359999
20201212T2100,7.8305287,0.0,0.3,100.0,1003.8,16.919998
20201212T2200,7.7205286,0.0,0.2,100.0,1004.2,15.84
20201212T2300,7.790529,0.0,0.0,100.0,1004.2,19.8
20201213T0000,7.6305285,0.0,0.0,100.0,1004.8,22.68
20201213T0100,7.4605284,0.0,0.1,100.0,1005.6,25.199999
20201213T0200,6.9105287,0.0,0.7,100.0,1007.1,23.759998
20201213T0300,6.3905287,0.0,1.1,100.0,1007.7,21.599998
20201213T0400,6.790529,0.0,0.1,100.0,1008.0,21.96
20201213T0500,6.1305285,0.0,0.0,100.0,1008.9,28.08
20201213T0600,5.8205285,0.0,0.0,100.0,1010.0,21.599998
20201213T0700,5.2105284,0.0,0.0,100.0,1011.4,19.8
20201213T0800,4.8205285,0.0,0.0,100.0,1011.9,20.519999
20201213T0900,4.9605284,0.0,0.0,100.0,1012.3,19.08
20201213T1000,5.3305287,0.0,0.0,100.0,1013.4,18.359999
20201213T1100,5.5705285,0.0,0.0,100.0,1013.8,16.919998
20201213T1200,6.2105284,0.0,0.0,100.0,1013.5,15.84
20201213T1300,7.5305285,0.0,0.0,100.0,1014.3,10.440001
20201213T1400,7.8005285,0.0,0.0,100.0,1014.4,8.64
20201213T1500,7.8605285,0.0,0.0,100.0,1013.6,6.4799995
